Date Last Modified,Institution Code,Collection Code,Catalog Number,Record URL,Scientific Name,Basis of record,Citation,Kingdom,Phylum,Class,Order,Family,Genus,species,Year Identified,Month Identified,Day Identified,Year Collected,Month Collected,Day Collected,Time of Day,Locality,Longitude,Latitude,Sex,Notes,Length (m),Marked Individual,Location ID,Submitter Email Address
1/18/2017,WILDME,RhincodonTypus,6d175d78-50f2-4a9d-8429-fcceb018bfe0,http://www.whaleshark.org/encounters/encounter.jsp?number=6d175d78-50f2-4a9d-8429-fcceb018bfe0,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2014,4,11,2014,4,11,,Red Sea,,,male,,,R-111,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/19/2017,WILDME,RhincodonTypus,fa2b3259-8a59-485e-9f52-0d4c4b7cc519,http://www.whaleshark.org/encounters/encounter.jsp?number=fa2b3259-8a59-485e-9f52-0d4c4b7cc519,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2014,4,11,2014,4,11,,Red Sea,,,male,,,R-117,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/19/2017,WILDME,RhincodonTypus,85c957a9-bcb9-4c72-b141-bfbe84d4dd47,http://www.whaleshark.org/encounters/encounter.jsp?number=85c957a9-bcb9-4c72-b141-bfbe84d4dd47,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2014,4,11,2014,4,11,,Red Sea,,,,,,R-116,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,938b7442-e554-42c5-9678-0cb606885166,http://www.whaleshark.org/encounters/encounter.jsp?number=938b7442-e554-42c5-9678-0cb606885166,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2014,4,11,2014,4,11,,Red Sea,,,male,,,R-113,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,ed75c90b-8ed1-4cc3-b35b-adafd219b351,http://www.whaleshark.org/encounters/encounter.jsp?number=ed75c90b-8ed1-4cc3-b35b-adafd219b351,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2014,3,25,2014,3,25,,Red Sea,,,female,,,R-115,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/14/2017,WILDME,RhincodonTypus,1c2a6fed-4181-4ce1-97d1-a2995f792117,http://www.whaleshark.org/encounters/encounter.jsp?number=1c2a6fed-4181-4ce1-97d1-a2995f792117,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2014,3,25,2014,3,25,,Red Sea,,,female,,,R-073,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
11/26/2016,WILDME,RhincodonTypus,2e4ea19f-47e8-478a-804e-8b238523fbaf,http://www.whaleshark.org/encounters/encounter.jsp?number=2e4ea19f-47e8-478a-804e-8b238523fbaf,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2014,3,23,2014,3,23,,Red Sea,,,female,,,R-058,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,1f663c7e-394a-448c-9e10-d16da37e51e0,http://www.whaleshark.org/encounters/encounter.jsp?number=1f663c7e-394a-448c-9e10-d16da37e51e0,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2014,3,21,2014,3,21,,Red Sea,,,female,,,R-114,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/17/2017,WILDME,RhincodonTypus,e5962f45-4e2e-4faa-963c-61dce824ccf2,http://www.whaleshark.org/encounters/encounter.jsp?number=e5962f45-4e2e-4faa-963c-61dce824ccf2,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2013,4,25,2013,4,25,,Red Sea,,,,,,R-105,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/15/2017,WILDME,RhincodonTypus,8629c338-f52f-42d0-8b66-d61b1060ff8b,http://www.whaleshark.org/encounters/encounter.jsp?number=8629c338-f52f-42d0-8b66-d61b1060ff8b,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2013,3,29,2013,3,29,,Red Sea,,,female,,,R-061,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/16/2017,WILDME,RhincodonTypus,3a6545d9-658b-460c-b63e-a57287fc976e,http://www.whaleshark.org/encounters/encounter.jsp?number=3a6545d9-658b-460c-b63e-a57287fc976e,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2012,5,4,2012,5,4,,Red Sea,,,female,,,R-058,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
3/21/2017,WILDME,RhincodonTypus,96d181e3-dbbb-4796-b41b-7877942b2831,http://www.whaleshark.org/encounters/encounter.jsp?number=96d181e3-dbbb-4796-b41b-7877942b2831,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2012,5,3,2012,5,3,,Red Sea,,,male,,,R-202,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/14/2017,WILDME,RhincodonTypus,d952b239-78e3-4bee-bb78-5c1d3496f32e,http://www.whaleshark.org/encounters/encounter.jsp?number=d952b239-78e3-4bee-bb78-5c1d3496f32e,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2012,5,3,2012,5,3,,Red Sea,,,female,,,R-101,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
3/21/2017,WILDME,RhincodonTypus,d37ee0de-9ccd-4132-a6f9-b6c4628cc0ab,http://www.whaleshark.org/encounters/encounter.jsp?number=d37ee0de-9ccd-4132-a6f9-b6c4628cc0ab,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2012,4,19,2012,4,19,,Red Sea,,,female,,,R-201,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/27/2017,WILDME,RhincodonTypus,cbadc150-eb5d-4535-bdc4-762d99da6d5c,http://www.whaleshark.org/encounters/encounter.jsp?number=cbadc150-eb5d-4535-bdc4-762d99da6d5c,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2012,4,18,2012,4,18,,Red Sea,,,male,,,R-070,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
11/17/2016,WILDME,RhincodonTypus,13079055-3cd1-4008-a9b8-d50022283e4e,http://www.whaleshark.org/encounters/encounter.jsp?number=13079055-3cd1-4008-a9b8-d50022283e4e,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2012,4,12,2012,4,12,,Red Sea,,,female,,,R-058,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/31/2017,WILDME,RhincodonTypus,76245964-ec2e-445b-bee9-f68a8b71fa52,http://www.whaleshark.org/encounters/encounter.jsp?number=76245964-ec2e-445b-bee9-f68a8b71fa52,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,22,2011,4,22,,Shib Habil,,,male,,,R-190,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,54bf1c40-2c5c-4c34-a0f1-d26189542706,http://www.whaleshark.org/encounters/encounter.jsp?number=54bf1c40-2c5c-4c34-a0f1-d26189542706,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,22,2011,4,22,,Shib Habil,,,female,,,R-115,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,09198f4d-44eb-4656-8a38-eb1e39f62d79,http://www.whaleshark.org/encounters/encounter.jsp?number=09198f4d-44eb-4656-8a38-eb1e39f62d79,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,20,2011,4,20,,Shib Habil,,,male,,,R-109,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
2/20/2017,WILDME,RhincodonTypus,2.49201E+11,http://www.whaleshark.org/encounters/encounter.jsp?number=249201371616,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,20,2011,4,20,8:35,Shi'b Habil,40.197,20.126,male,,,R-197,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
9/16/2016,WILDME,RhincodonTypus,30440f71-c244-4a18-a4ff-968e29ff026a,http://www.whaleshark.org/encounters/encounter.jsp?number=30440f71-c244-4a18-a4ff-968e29ff026a,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,20,2011,4,20,,Shib Habil,,,male,,,R-070,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/31/2017,WILDME,RhincodonTypus,361df013-eb5b-4b44-88e7-44e1cdfd5f4d,http://www.whaleshark.org/encounters/encounter.jsp?number=361df013-eb5b-4b44-88e7-44e1cdfd5f4d,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,20,2011,4,20,0:00,,,,male,,,R-190,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/22/2017,WILDME,RhincodonTypus,61ce6c6c-72b1-47f2-859b-1a25e64a3364,http://www.whaleshark.org/encounters/encounter.jsp?number=61ce6c6c-72b1-47f2-859b-1a25e64a3364,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,20,2011,4,20,0:00,,,,female,,,R-085,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
3/21/2017,WILDME,RhincodonTypus,b888d007-c378-4793-b534-00d92db63174,http://www.whaleshark.org/encounters/encounter.jsp?number=b888d007-c378-4793-b534-00d92db63174,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,20,2011,4,20,8:16,,,,female,,,R-188,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/14/2017,WILDME,RhincodonTypus,d13859c1-1e55-488a-b559-b0732b1e4c3a,http://www.whaleshark.org/encounters/encounter.jsp?number=d13859c1-1e55-488a-b559-b0732b1e4c3a,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,16,2011,4,16,,Shib Habil,,,male,,,R-102,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
2/18/2017,WILDME,RhincodonTypus,f578dd9c-e0ce-402f-8a10-cf2286aecfd0,http://www.whaleshark.org/encounters/encounter.jsp?number=f578dd9c-e0ce-402f-8a10-cf2286aecfd0,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,13,2011,4,13,17:29,Shib Habil,,,male,,,R-102,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/29/2017,WILDME,RhincodonTypus,2.49201E+11,http://www.whaleshark.org/encounters/encounter.jsp?number=249201362840,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,7,2011,4,7,16:45,Shi'b Habil,40.214,20.127,female,,,R-182,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/29/2017,WILDME,RhincodonTypus,6bc6d776-b6bd-41ba-97f8-e8981e013f54,http://www.whaleshark.org/encounters/encounter.jsp?number=6bc6d776-b6bd-41ba-97f8-e8981e013f54,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,7,2011,4,7,,Shib Habil,,,female,,,R-183,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
2/18/2017,WILDME,RhincodonTypus,33e2a139-9fac-4cad-9173-60e879ddd15e,http://www.whaleshark.org/encounters/encounter.jsp?number=33e2a139-9fac-4cad-9173-60e879ddd15e,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,5,2011,4,5,,Shib Habil,,,female,,,R-181,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/29/2017,WILDME,RhincodonTypus,2.49201E+11,http://www.whaleshark.org/encounters/encounter.jsp?number=249201362428,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,4,2011,4,4,17:45,Shi'b Habil,40.206,20.132,female,,,R-181,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/14/2017,WILDME,RhincodonTypus,bda13534-4219-44b7-87fa-1af6147b884b,http://www.whaleshark.org/encounters/encounter.jsp?number=bda13534-4219-44b7-87fa-1af6147b884b,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,4,2011,4,4,,Shib Habil,,,female,,,R-073,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/29/2017,WILDME,RhincodonTypus,2f7ab0a3-8158-4db7-8a21-45ba651eb749,http://www.whaleshark.org/encounters/encounter.jsp?number=2f7ab0a3-8158-4db7-8a21-45ba651eb749,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,4,2011,4,4,,Shib Habil,,,male,,,R-037,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/29/2017,WILDME,RhincodonTypus,24920137238,http://www.whaleshark.org/encounters/encounter.jsp?number=24920137238,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,2,2011,4,2,17:30,Shi'b Habil,40.211,20.135,,,,R-180,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
10/23/2016,WILDME,RhincodonTypus,24920136217,http://www.whaleshark.org/encounters/encounter.jsp?number=24920136217,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,2,2011,4,2,17:15,Shi'b Habil,40.211,20.135,female,,,R-073,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/12/2017,WILDME,RhincodonTypus,24920137126,http://www.whaleshark.org/encounters/encounter.jsp?number=24920137126,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,2,2011,4,2,17:00,Shi'b Habil,40.209,20.138,male,,,R-078,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/12/2017,WILDME,RhincodonTypus,c185f946-d689-4b32-87da-88528733675c,http://www.whaleshark.org/encounters/encounter.jsp?number=c185f946-d689-4b32-87da-88528733675c,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,4,1,2011,4,1,16:16,Shib Habil,,,female,,,R-080,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/27/2017,WILDME,RhincodonTypus,24920137331,http://www.whaleshark.org/encounters/encounter.jsp?number=24920137331,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,3,31,2011,3,31,8:00,Shi'b Habil,40.211,20.132,male,,,R-070,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/22/2017,WILDME,RhincodonTypus,2.49201E+11,http://www.whaleshark.org/encounters/encounter.jsp?number=249201354147,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,3,31,2011,3,31,11:30,Shi'b Habil,40.07,19.972,female,,,R-085,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
10/1/2013,WILDME,RhincodonTypus,2.49201E+11,http://www.whaleshark.org/encounters/encounter.jsp?number=249201343931,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,3,31,2011,3,31,9:00,Shi'b Habil,40.212,20.13,female,,,,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/29/2017,WILDME,RhincodonTypus,2.49201E+11,http://www.whaleshark.org/encounters/encounter.jsp?number=249201353313,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2011,3,30,2011,3,30,17:15,Shi'b Habil,40.208,20.128,female,,,R-179,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/24/2017,WILDME,RhincodonTypus,90a4e104-20f6-41d3-932c-815fc8193987,http://www.whaleshark.org/encounters/encounter.jsp?number=90a4e104-20f6-41d3-932c-815fc8193987,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,5,7,2010,5,7,,Shib Habil,,,female,,,R-072,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/27/2017,WILDME,RhincodonTypus,807653da-729a-4a52-b173-49fcc623ecc6,http://www.whaleshark.org/encounters/encounter.jsp?number=807653da-729a-4a52-b173-49fcc623ecc6,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,5,7,2010,5,7,,Shib Habil,,,male,,,R-070,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/13/2017,WILDME,RhincodonTypus,689a54fa-fe50-4a81-87a3-22ace8d4c5ed,http://www.whaleshark.org/encounters/encounter.jsp?number=689a54fa-fe50-4a81-87a3-22ace8d4c5ed,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,27,2010,4,27,,Shib Habil,,,female,,,R-058,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/26/2017,WILDME,RhincodonTypus,cce9ae88-96fd-4eba-a0d3-ad6bea690924,http://www.whaleshark.org/encounters/encounter.jsp?number=cce9ae88-96fd-4eba-a0d3-ad6bea690924,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,27,2010,4,27,,Shib Habil,,,male,,,R-086,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/25/2017,WILDME,RhincodonTypus,4b18b24e-b161-46a9-987a-dc65d3dd54bb,http://www.whaleshark.org/encounters/encounter.jsp?number=4b18b24e-b161-46a9-987a-dc65d3dd54bb,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,26,2010,4,26,,Shib Habil,,,female,,,R-091,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,3587bc66-5368-455c-9e27-34840d3fc70e,http://www.whaleshark.org/encounters/encounter.jsp?number=3587bc66-5368-455c-9e27-34840d3fc70e,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,25,2010,4,25,,Shib Habil,,,female,,,R-042,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
3/21/2017,WILDME,RhincodonTypus,4d478bba-d4f5-40b5-bc4f-e89610724e86,http://www.whaleshark.org/encounters/encounter.jsp?number=4d478bba-d4f5-40b5-bc4f-e89610724e86,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,16,2010,4,16,9:47,Red Sea,,,,,,R-040,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/25/2017,WILDME,RhincodonTypus,44f78cd9-d76c-42e8-a454-a633f1d7a3ba,http://www.whaleshark.org/encounters/encounter.jsp?number=44f78cd9-d76c-42e8-a454-a633f1d7a3ba,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,16,2010,4,16,,Shib Habil,,,male,,,R-087,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
3/21/2017,WILDME,RhincodonTypus,3.52012E+11,http://www.whaleshark.org/encounters/encounter.jsp?number=352012145025,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,15,2010,4,15,13:15,Shi'b Habil,40.20908,20.12722,,,,R-040,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/26/2017,WILDME,RhincodonTypus,188e4427-9720-4e8b-8f27-4018b548323b,http://www.whaleshark.org/encounters/encounter.jsp?number=188e4427-9720-4e8b-8f27-4018b548323b,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,15,2010,4,15,,Shib Habil,,,male,,,R-086,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/24/2017,WILDME,RhincodonTypus,2.49201E+11,http://www.whaleshark.org/encounters/encounter.jsp?number=249201343038,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,15,2010,4,15,12:30,Shi'b Habil,40.219,20.12,female,,,R-094,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/24/2017,WILDME,RhincodonTypus,2a3ea26b-edb8-4f72-af16-efcd8b93e11a,http://www.whaleshark.org/encounters/encounter.jsp?number=2a3ea26b-edb8-4f72-af16-efcd8b93e11a,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,15,2010,4,15,,Shib Habil,,,,,,R-036,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/16/2017,WILDME,RhincodonTypus,afb756ce-dba4-4548-b9ce-20361f774e39,http://www.whaleshark.org/encounters/encounter.jsp?number=afb756ce-dba4-4548-b9ce-20361f774e39,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,4,4,2010,4,4,,Shib Habil,,,,,,R-104,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/16/2017,WILDME,RhincodonTypus,16d30c2c-64c7-431e-8dea-9ea88ac19f8c,http://www.whaleshark.org/encounters/encounter.jsp?number=16d30c2c-64c7-431e-8dea-9ea88ac19f8c,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,3,29,2010,3,29,,Shib Habil,,,female,,,R-073,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/24/2017,WILDME,RhincodonTypus,ec22d006-6183-4a3a-89f8-fc2e9bc212b4,http://www.whaleshark.org/encounters/encounter.jsp?number=ec22d006-6183-4a3a-89f8-fc2e9bc212b4,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2010,3,21,2010,3,21,,Shib Habil,,,male,,,R-077,RedSea-ShibHabil,jesse.cochrane@kaust.edu.sa
